,Unnamed: 0,headline,word_count,char_count,avg_word_length,all_capitalized_word_count,punctuation_count,exclamation_count,question_mark_count,readability_score,smog_index,quotation_count,vocab_variety,sensational_words_count,absolute_words_count,factuality_words_count,subjectivity_score,objective_score,count_numerics,sentiment,label
12335,12335,it was decided to hold a match for the first football team in zamalek club against tunisian esperance in the fourth round of the group stage matches of the african champions league.,32,181,4.6875,0,1,0,0,64.38,0.0,0,0.84375,0,0,0,0.0,0.0,0,neutral,True
11587,11587,"tariq al-subaie, the uncle of big ramy, the bodybuilding champion, expressed his grief after his nephew lost the mr. olympia title this year, and contented himself with fifth place in the tournament.",32,199,5.25,0,7,0,0,63.7,0.0,0,0.875,0,0,0,0.0,0.0,0,positive,True
20485,20485,david notwani: musimani's strategy with al-ahly is successful,8,61,6.75,0,3,0,0,29.52,0.0,0,1.0,0,0,0,0.0,0.0,0,positive,True
20291,20291,"al-ahly was subjected to clear injustice, but the players and the coach bear responsibility for the loss",17,104,5.176470588235294,0,2,0,0,54.22,0.0,0,0.8823529411764706,0,0,0,0.0,0.0,0,neutral,True
19331,19331,a great run at all levels from the eagles,9,41,3.6666666666666665,0,0,0,0,96.18,0.0,0,1.0,0,1,0,0.0,0.0,0,positive,True
8743,8743,the board of directors of the federation will complete its meeting at 2:00 noon tomorrow and will receive the media at 5:00 pm to announce its decisions,27,152,4.666666666666667,0,2,0,0,52.53,0.0,0,0.7777777777777778,0,0,0,0.0,0.0,4,neutral,True
2710,2710,"may god have mercy on the victims of the devastating earthquake in syria and turkey, and all the best wishes for a speedy recovery for the injured",27,146,4.444444444444445,0,1,0,0,60.99,0.0,0,0.8148148148148148,0,1,0,0.0,0.0,0,neutral,True
18223,18223,"roy vittoria, on the authority of karim fouad: i am very impressed with his performance and know his playing style..and this is the reason why he was not included!
#ontime_news https://t.co/etaazp9ojb",31,200,5.483870967741935,0,12,1,0,64.2,0.0,0,0.935483870967742,0,0,0,0.0,0.0,1,positive,True
19067,19067,"imad miteb arrives in saudi arabia amidst a great celebration
hadary was the first to receive him.",17,98,4.823529411764706,0,1,0,0,71.14,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
10285,10285,happy new year on the occasion of isra and miraj..,10,50,4.1,0,2,0,0,69.79,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
1338,1338,urgent arrival of the young africans team to burj al arab stadium,12,65,4.5,0,0,0,0,84.68,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
20836,20836,"the brazilian micale, the coach of the olympic football team, continued his preparatory meetings with his assistant staff at the headquarters of the football association in the al-hadaf project in the 6th of october city, in preparation for the meeting with zambia in the olympic qualifiers.",46,291,5.3478260869565215,0,5,0,0,24.79,0.0,0,0.6304347826086957,0,0,0,0.0,0.0,1,neutral,True
2412,2412,"portuguese josevaldo ferreira, coach of the first football team at zamalek club, decided to include the new deals, moroccan ahmed belhadj, nasser mansi and mahmoud shabana, after the end of their registration crisis and the extraction of their cards.",39,250,5.435897435897436,0,6,0,0,31.89,0.0,0,0.8205128205128205,0,0,0,0.0,0.0,0,neutral,True
9188,9188,"zamalek officials are intensifying negotiations at the present time with their counterparts in pyramids, in order to settle the abdullah al-saeed deal, captain of the heavenly team.",27,181,5.7407407407407405,0,4,0,0,27.15,0.0,0,0.8888888888888888,0,0,0,0.0,0.0,0,neutral,True
9124,9124,"lina al-tahtawi explains the latest preparations of our national team for the guinea match, and the most prominent of those excluded from the match
#ontime_news https://t.co/lyt7gg7mpe",26,184,6.115384615384615,0,9,0,0,45.09,0.0,0,0.8461538461538461,0,0,0,0.0,0.0,2,neutral,True
6173,6173,"the egyptian professional clubs association, headed by ahmed diab, chose next sunday, march 26, as the date for the match between zamalek and al-ahly bank in the round of 16 of the league cup.",34,192,4.676470588235294,0,6,0,0,53.89,0.0,0,0.8529411764705882,0,0,0,0.0,0.0,2,neutral,True
14518,14518,"the egyptian national youth team, born in 2003, meets the canal team, today, monday, at the canal stadium in ismailia, in the friendly meeting that brings the two teams together, as part of the preparations for the young pharaohs for the african nations championship for youth u-20.",47,282,5.0212765957446805,0,9,0,0,40.69,0.0,0,0.7021276595744681,0,0,0,0.0,0.0,2,neutral,True
5575,5575,"all the best wishes for victory for our national team, god willing",12,66,4.583333333333333,0,1,0,0,67.76,0.0,0,0.9166666666666666,0,1,0,0.0,0.0,0,neutral,True
16020,16020,"today, sunday 12-18-2022, egyptian sports witnessed many important events.",9,74,7.333333333333333,0,5,0,0,53.88,0.0,0,1.0,0,0,0,0.0,0.0,3,neutral,True
11354,11354,"director of the media center for pyramids, the additional swab proved the safety of all players, after the doubts of the first swab.",23,132,4.782608695652174,0,3,0,0,56.59,0.0,0,0.7391304347826086,0,1,0,0.0,0.0,0,positive,True
6535,6535,"harsh punishment for the referees of the ""argentina-chile"" match because of the flag
#ontimenews
# we are all behind the egyptian national team https://t.co/voqkzcoqhf",24,167,6.0,0,10,0,0,31.21,0.0,1,0.8333333333333334,0,1,0,0.0,0.0,0,neutral,True
9419,9419,thanks guys for everything,4,26,5.75,0,0,0,0,75.88,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
10119,10119,"egypt wins the arab cycling championship title with 36 medals
#ontime_news https://t.co/udmlz73a8t",12,98,7.25,0,7,0,0,50.84,0.0,0,1.0,0,0,0,0.0,0.0,3,positive,True
18915,18915,"egypt's plane defeats palestine 3/0 and is close to the arab championship title
the egyptian national volleyball team, led by its coach hossam abdelaziz, managed to achieve the fourth successive victory, after defeating the egyptian national team",37,246,5.675675675675675,0,5,0,0,25.46,0.0,0,0.8378378378378378,0,0,0,0.0,0.0,2,positive,True
5293,5293,al-ahly draws with smouha without goals in a technically poor match,11,67,5.181818181818182,0,1,0,0,77.23,0.0,0,1.0,0,0,0,0.0,0.0,0,negative,True
10205,10205,"the nomination of the back of haras el hodood to join zamalek
#ontime_news https://t.co/4t3dvkcwgc",14,98,6.071428571428571,0,7,0,0,57.27,0.0,0,0.8571428571428571,0,0,0,0.0,0.0,2,neutral,True
7359,7359,"the draw ceremony for the u-20 african cup of nations will be held tomorrow, friday, as the tournament will be held in egypt during the coming months of february and march.",31,172,4.580645161290323,0,4,0,0,56.93,0.0,0,0.7741935483870968,0,0,0,0.0,0.0,1,neutral,True
7191,7191,"al-ahly team is preparing to play a new match in the egyptian league today, tuesday, against pharco, after a draw with future with a goal for each team in the last round of the competition.",35,189,4.428571428571429,0,5,0,0,61.33,0.0,0,0.8,0,0,0,0.0,0.0,0,neutral,True
7609,7609,"the management of the zamalek club is awaiting the response of imam ashour, the player of the first football team in the white club, regarding determining his fate with those who will stay with the team.",36,203,4.666666666666667,0,3,0,0,60.32,0.0,0,0.75,0,0,0,0.0,0.0,0,neutral,True
9442,9442,"swiss marcel koller, al-ahly's technical director, will hold a final technical lecture for the players at 2:30 this afternoon, saturday, at the delegation's residence in tangier, morocco.",27,187,5.962962962962963,0,10,0,0,18.69,0.0,0,0.8888888888888888,0,0,0,0.0,0.0,2,neutral,True
8883,8883,"throughout its history, egyptian sports have many stars who shone in its sky and became legends and stars whose names fans sing to this day.",25,140,4.64,0,2,0,0,79.94,0.0,0,0.88,0,0,0,0.0,0.0,0,neutral,True
3207,3207,"""mohamed salah is not superman."" hamada sidqi explains his opinion on the egyptian national team's performance with queiroz and the criticisms that salah is exposed to during the tournament
#ontime_news https://t.co/b3usgayz9z",31,226,6.32258064516129,0,11,0,0,47.28,0.0,1,0.8709677419354839,0,0,0,0.0,0.0,2,neutral,True
16410,16410,"eastern company club, despite the defeat, made a good match",10,59,5.0,0,2,0,0,69.79,0.0,0,1.0,0,0,0,0.0,0.0,0,positive,True
2781,2781,"the shirt of cristiano ronaldo, the saudi al-nasr striker, appeared in the stands of the zamalek fans, who crawled today to burj al-arab stadium to watch their team's match against al-ittihad of alexandria in the thirteenth round of the league.",40,244,5.125,0,8,0,0,47.8,0.0,0,0.75,0,0,0,0.0,0.0,0,neutral,True
11051,11051,"tamer mostafa, the technical director of the first football team at enppi club, is preparing the substitute for imad mihoub, the defender of the petroleum team, to face zamalek in the match scheduled for next sunday.",36,216,5.027777777777778,0,5,0,0,43.4,0.0,0,0.8055555555555556,0,0,0,0.0,0.0,0,neutral,True
4252,4252,"the confederation of african football announced the date of the egypt-malawi national team match in the 2024 african cup of nations qualifiers, which is scheduled to be held next january in cote d'ivoire.",33,204,5.212121212121212,0,4,0,0,46.44,0.0,0,0.7878787878787878,0,0,0,0.0,0.0,1,neutral,True
11275,11275,"al-ahly is playing a new match against smouha in the cup, after its match with al-masry ended in a goalless draw in the league.",24,127,4.333333333333333,0,4,0,0,72.5,0.0,0,0.7916666666666666,0,0,0,0.0,0.0,0,neutral,True
2150,2150,"hamada tolba tells his memories with the egyptian national team in the african nations championship in gabon
#ontime_news https://t.co/iokv8qqrh6",19,145,6.684210526315789,0,7,0,0,43.73,0.0,0,0.8947368421052632,0,0,0,0.0,0.0,2,neutral,True
16339,16339,"kahraba and shadwa el-hadary's engagement was annulled..the player's agent confirmed the annulment of kahraba's engagement to shadwa najla, essam el-hadary, and stated, ""there is no share.""",26,189,6.307692307692308,0,13,0,0,49.82,0.0,1,0.8846153846153846,0,0,0,0.0,0.0384615384615384,0,neutral,True
17694,17694,"al-ittihad of alexandria contracts with abdullah nassib, jordan's defender, for a period of two years",15,101,5.8,0,4,0,0,39.33,0.0,0,0.9333333333333332,0,0,0,0.0,0.0,0,neutral,True
3396,3396,al-ahly finishes tonight its preparations to appear again in the egyptian league after a goalless draw with smouha in the last round of the competition,25,151,5.08,0,1,0,0,63.02,0.0,0,0.88,0,0,0,0.0,0.0,0,neutral,True
4153,4153,"al-ahly is the historical champion of the egyptian league after achieving the title 42 times, while zamalek is the second most club to win the championship, with a total of 14 times.",32,182,4.71875,0,4,0,0,55.92,0.0,0,0.8125,0,0,0,0.0,0.0,2,neutral,True
13421,13421,"real madrid is playing its first match in the tournament, starting from the semi-finals, as the european champions league title holder",21,134,5.428571428571429,0,3,0,0,50.16,0.0,0,0.9047619047619048,0,0,0,0.0,0.0,0,neutral,True
4903,4903,"the competitions committee is awaiting the end of the matches of the four teams participating in the african championships, which are zamalek, al-ahly, pyramids and future, to announce the postponements of the league and the dates of the rest of the mobiles.",42,258,5.166666666666667,0,6,0,0,37.31,0.0,0,0.6666666666666666,0,0,0,0.0,0.0,0,neutral,True
14214,14214,"hossam hassan scored the lead goal for smouha in the 24th minute, after he took advantage of a corner to turn it into omar radwan, the army goalkeeper, to announce the progress of the alexandrian team.",36,201,4.611111111111111,0,4,0,0,51.86,0.0,0,0.8333333333333334,0,0,0,0.0,0.0,1,neutral,True
18132,18132,reda shehata: i trust the group of players in el gouna,11,54,4.0,0,1,0,0,77.23,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
6100,6100,"al-ahly management settled on extending and renewing the players' contracts, which will expire soon, in order to preserve the basic structure of the team and not allow its contract to lapse.",31,190,5.161290322580645,0,5,0,0,48.47,0.0,0,0.8709677419354839,0,0,0,0.0,0.0,0,neutral,True
13263,13263,the volleyball team of zamalek club defeated its counterpart al-tayaran 3/0 in the first round of the semi-final round of the premier league competition for volleyball men at cairo stadium.,30,189,5.333333333333333,0,4,0,0,41.03,0.0,0,0.7666666666666667,0,0,0,0.0,0.0,2,neutral,True
14808,14808,"ammar hamdi was injured in the knee, and x-rays were taken to determine the extent of the injury, and he will often be absent from the team",27,139,4.185185185185185,0,3,0,0,60.99,0.0,0,0.8518518518518519,0,0,0,0.0,0.0,0,neutral,True
5764,5764,"learn about the list of the olympic team for the september camp
#ontime_news https://t.co/pa97o5vw6q",14,100,6.214285714285714,0,7,0,0,74.19,0.0,0,0.8571428571428571,0,0,0,0.0,0.0,3,neutral,True
2323,2323,half an hour and still negative tie dominates the meeting,10,57,4.8,0,0,0,0,69.79,0.0,0,1.0,0,0,0,0.0,0.0,0,negative,True
6202,6202,"hamdi karwan, the former left back of al-ahly club, is considered one of the most important football talents and the last eyewitnesses who left our world to crown the red castle.",31,178,4.774193548387097,0,4,0,0,56.93,0.0,0,0.8387096774193549,0,0,0,0.0,0.0,0,neutral,True
8687,8687,"officially, morocco organizes the upcoming club world cup",8,57,6.25,0,1,0,0,21.06,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
12868,12868,"al-ahly's medical staff is racing against time to prepare taher mohamed taher, the team's player, for the match against al-masry al-port said, scheduled for january 12.",26,168,5.5,0,9,0,0,53.55,0.0,0,0.8846153846153846,0,0,0,0.0,0.0,1,neutral,True
1719,1719,"for $3 million per season, musimani is close to training al-duhail, qatar
#ontime_news https://t.co/ydurvoinxx",14,110,6.928571428571429,0,11,0,0,48.81,0.0,0,1.0,0,0,0,0.0,0.0,1,neutral,True
1063,1063,"sayed abdullah ""neymar"", the player of the first football team at zamalek club, underwent a medical examination to determine his position on returning to group training for the white team.",30,188,5.3,0,5,0,0,32.57,0.0,1,0.9,0,0,0,0.0,0.0,0,neutral,True
14639,14639,a friendly experience for ismaili before facing haras el hodoud in the league,13,77,5.0,0,0,0,0,58.28,0.0,0,1.0,0,0,0,0.0,0.0,0,neutral,True
2115,2115,"the karate players took part in the last training session at the olympic center in maadi, before the start of the premier league world championship.",25,148,4.96,0,2,0,0,63.02,0.0,0,0.8,0,0,0,0.0,0.0,0,neutral,True
13205,13205,"today, the sixth round matches of the men's basketball super league will be held, to arrange the positions from the ninth to the sixteenth.",24,139,4.833333333333333,0,4,0,0,64.04,0.0,0,0.7916666666666666,0,0,0,0.0,0.0,0,neutral,True
12637,12637,the egyptian football clubs association announced the suspension of the league between march 19 and 30 due to the matches between egypt and malawi in the african nations qualifiers.,29,181,5.275862068965517,0,1,0,0,50.5,0.0,0,0.7931034482758621,0,0,0,0.0,0.0,2,negative,True
12644,12644,"ahmed yasser rayan, striker of ceramica team, won the man of the match award for his team, against pharco.",19,106,4.631578947368421,0,4,0,0,77.57,0.0,0,0.8421052631578947,0,0,0,0.0,0.0,0,positive,True
21024,21024,"ali jabr, at the end of today's training session, suffered a bruise in the face, and he is accompanied by dr. muhammad abu al-ela to take x-rays to clarify the condition.",31,170,4.516129032258065,0,8,0,0,72.66,0.0,0,0.9032258064516128,0,0,0,0.0,0.0,0,neutral,True
20688,20688,"zamalek refuses to renew shabana's loan to al-ittihad because of the marawan attia deal
#ontime_news https://t.co/v58gzr5rvp",16,124,6.8125,0,9,0,0,38.32,0.0,0,0.9375,0,0,0,0.0,0.0,2,negative,True
3829,3829,"egypt's youth fencing team achieved a historic achievement by winning the gold medal in the world cup held in italy, after defeating hungary in the final, 45-44.",27,161,5.0,0,5,0,0,69.45,0.0,0,0.8518518518518519,0,0,0,0.0,0.0,2,positive,True
7898,7898,zamalek wants to sign players who did not participate with their clubs in the african championships during the current season,20,125,5.3,0,0,0,0,59.64,0.0,0,0.95,0,0,0,0.0,0.0,0,neutral,True
5022,5022,"queiroz: we are all one family in the national team, and the players think with the same mentality.. and he explains why mohamed salah did not attend the press conference
#ontime_news https://t.co/vmveoj667t",32,207,5.5,0,11,0,0,55.24,0.0,0,0.875,0,1,0,0.03125,0.0,1,neutral,True
4351,4351,"the referees committee of the egyptian football association announced the referees for tomorrow's matches, which will hold 4 matches within the seventh round of the egyptian premier league competition.",29,201,5.965517241379311,0,3,0,0,25.12,0.0,0,0.7586206896551724,0,0,0,0.0,0.0,1,neutral,True
4463,4463,"mostafa zico, haras el-hodood player, got the man in the match of ghazl el-mahalla and haras el-hodood, which brought them together today at ghazl el-mahalla stadium.",26,166,5.423076923076923,0,8,0,0,36.63,0.0,0,0.8461538461538461,0,0,0,0.0,0.0,0,neutral,True
17617,17617,"osama nabih: the presence of mohamed abdel shafi with the national team is an addition at any time
#president _ of _ zamalek _ with _ saif _ zaher",29,146,4.068965517241379,0,7,0,0,58.96,0.0,0,0.7586206896551724,0,0,0,0.0,0.0,0,neutral,True
21202,21202,"karim arafat, the right defender of the ismaili club's first football team, is ready to participate with his team in the upcoming matches after his recovery.",26,157,5.076923076923077,0,4,0,0,53.55,0.0,0,0.8846153846153846,0,0,0,0.0,0.0,0,neutral,True
2859,2859,"mashallah, the brother who responded with his disrespectful tweet, and who i will not repeat again, i think this is one of the first to whom the new amendment to the law will be applied, which means at least 5 years of imprisonment, by the way, my words are serious, i am not joking",54,282,4.2407407407407405,0,7,0,0,42.05,0.0,0,0.7962962962962963,0,0,0,0.0185185185185185,0.0,1,neutral,True
21516,21516,"the football management of al-ahly club settled on allocating an open budget in order to conclude strong deals during the winter transfer period next january, and to meet the needs of swiss coach marcel kohler,",35,210,5.0285714285714285,0,3,0,0,44.41,0.0,0,0.8857142857142857,0,0,0,0.0,0.0,0,positive,True
13177,13177,"egyptian artists join forces with the masses to support the national team before facing russia
a number of artists were keen to publish their photos and video clips through their personal accounts on various social networking sites, with the egyptian fans in russia, to support the national team.",48,296,5.1875,0,3,0,0,31.22,0.0,0,0.7708333333333334,0,0,0,0.0,0.0,0,neutral,True
4010,4010,"al-ahly team continued training in south africa, in preparation for facing cameroonian cotton next friday evening, within the framework of the fifth round of the group stage in the african champions league.",32,206,5.46875,0,4,0,0,55.92,0.0,0,0.8125,0,0,0,0.0,0.0,0,neutral,True
19077,19077,"eastern company sports officials, headed by eng. nasr, announced the contract with ashraf rayan, a member of the club, to lead the team this season.",25,148,4.96,0,6,0,0,75.71,0.0,0,0.92,0,0,0,0.0,0.0,0,neutral,True
16870,16870,now the start of the match between al-ahly and vanguards of the army at the beginning of the second round of the egyptian general league,25,136,4.48,0,1,0,0,71.48,0.0,0,0.68,0,0,0,0.0,0.0,0,neutral,True
19624,19624,al-ahly officials are awaiting the final decision of the professional clubs association on the red genie's request to postpone the al-masry al-port said match in the round of sixteen.,29,183,5.344827586206897,0,5,0,0,33.58,0.0,0,0.8275862068965517,0,0,0,0.0,0.0,0,neutral,True
16867,16867,"""al-ahly is looking for solutions to strengthen the defense line, and maaloul is conducting x-rays to find out the extent of his injury."" a tour of al-ahly news
#ontime_news https://t.co/w0kfpj3yke",30,197,5.6,0,14,0,0,73.17,0.0,1,0.8666666666666667,0,0,0,0.0,0.0,2,neutral,True
1328,1328,"fifa announces behind the scenes of the closing ceremony of the qatar world cup 2022
#ontime_news https://t.co/rdcycrcyed",17,121,6.176470588235294,0,7,0,0,37.3,0.0,0,0.8235294117647058,0,0,0,0.0,0.0,1,neutral,True
15561,15561,"today.. ""caf"" is conducting the draw for the caf champions league and the confederation
#ontime_news https://t.co/5legouxyrn",16,124,6.8125,0,11,0,0,38.32,0.0,1,0.875,0,0,0,0.0,0.0,1,neutral,True
383,383,"al-ahly's coaching staff, led by marcel koller, reassured the readiness of the duo ahmed abdel-qader and khaled abdel-fattah for their team's match against sun downs.",25,166,5.68,0,8,0,0,63.02,0.0,0,0.96,0,0,0,0.0,0.0,0,positive,True
21120,21120,"the team's delegation is flying today to malawi to face ethiopia in the second round of the african nations qualifiers
#ontime_news https://t.co/nnt7ugi6ni",22,155,6.090909090909091,0,8,0,0,49.15,0.0,0,0.8636363636363636,0,0,0,0.0,0.0,2,neutral,True
18137,18137,"the most prominent 7 news witnessed by egyptian sports today, wednesday 2/15/2023, foremost of which is ahmed kandosi, who is organizing al-ahly's training in nasr city.",26,169,5.538461538461538,0,8,0,0,53.55,0.0,0,0.9615384615384616,0,0,0,0.0,0.0,4,neutral,True
1503,1503,"the competitions committee decided to suspend mohamed ibrahim, director of football at al-ittihad club, for two matches and fine him 20,000 pounds for entering the stadium in his team's match against al-assiouty without permission and inciting his players to withdraw.
and al-ittihad club was fined ten thousand pounds for the unsportsmanlike behavior of its companions.. to be continued",58,387,5.689655172413793,0,10,0,0,43.43,15.5,0,0.7931034482758621,0,0,0,0.0,0.0,2,neutral,True
17086,17086,"mohamed ibrahim kisho, the national wrestling team player, ended his camp in hungary due to a renewed shoulder injury",19,117,5.2105263157894735,0,2,0,0,60.65,0.0,0,1.0,0,0,0,0.0,0.0,0,negative,True
2988,2988,"zamalek won the title in the last two seasons, to continue its control of local titles in the past few seasons, while pyramids ranked second in the 2021-22 season, beating al-ahly third.",32,186,4.84375,0,6,0,0,55.92,0.0,0,0.8125,0,0,0,0.0,0.0,2,positive,True
12660,12660,"kohler is looking for the eighth victory for al-ahly tonight to maintain the summit, and sami is on the task of correcting the course of his team.",27,146,4.444444444444445,0,3,0,0,69.45,0.0,0,0.7777777777777778,0,0,0,0.0,0.0,0,positive,True
3147,3147,good luck to hadia hosni and duha hani at the end of the badminton group stage,16,78,3.9375,0,0,0,0,89.08,0.0,0,0.9375,0,0,0,0.0,0.0,0,positive,True
7112,7112,"the youth taekwondo team finishes its participation in the world championship with a bronze medal
#ontime_news https://t.co/7ap2vbp5pl",17,134,6.941176470588236,0,7,0,0,37.3,0.0,0,0.9411764705882352,0,0,0,0.0,0.0,3,neutral,True
2265,2265,"shikabala's penalty is 8 months, not 8 matches",8,46,4.875,0,2,0,0,71.82,0.0,0,0.875,0,0,0,0.0,0.0,2,neutral,True
7695,7695,"today, wednesday 22/2/2023, two matches were held within the 19th round of the egyptian premier league, where the arab contractors hosted its counterpart future, while al-masry al-port said met with pyramids.",31,208,5.741935483870968,0,9,0,0,48.47,0.0,0,0.935483870967742,0,0,0,0.0,0.0,4,neutral,True
10163,10163,"zamalek is studying lifting the financial penalty for the players and continuing it with carteron
#ontimenews
# we are all behind the egyptian national team https://t.co/d1gbw4d0x2",26,180,5.961538461538462,0,7,0,0,29.18,0.0,0,0.9230769230769232,0,1,0,0.0,0.0,4,neutral,True
6340,6340,"the portuguese coach josevaldo ferreira, coach of zamalek, made the first substitutions, with the exit of nabil emad dunga and mohamed abdel-ghani, and pushed mahmoud hamdy al-wensh and ahmed belhaj, with the start of the second half.",37,234,5.351351351351352,0,8,0,0,42.38,0.0,0,0.7297297297297297,0,0,0,0.0,0.0,0,neutral,True
21816,21816,"the football association issues a statement to appeal to clubs to cooperate with the youth team led by mahmoud jaber, before the african nations under-20 championship, which will be held in egypt from february 19 to march 12 next.",39,230,4.923076923076923,0,4,0,0,40.35,0.0,0,0.8717948717948718,0,0,0,0.0,0.0,3,neutral,True
3507,3507,"magdy abdel-ghany, a member of the football association, expressed his great happiness at al-ahly club's victory by three goals over the tunisian esperance club in the first leg of the caf champions league final, and its closeness to winning the title.",41,252,5.170731707317073,0,7,0,0,38.32,0.0,0,0.8780487804878049,0,0,0,0.0,0.0,0,positive,True
14669,14669,"today, friday, the first women's handball team of al-ahly club will meet its counterpart, zamalek, in the league championship competitions.",20,139,6.0,0,7,0,0,51.18,0.0,0,0.95,0,0,0,0.0,0.0,0,neutral,True
11188,11188,"the honor was attended by amr moselhy, vice president of the egyptian basketball federation and the first basketball team of the alexandrian union club",24,151,5.333333333333333,0,1,0,0,38.66,0.0,0,0.7916666666666666,0,0,0,0.0,0.0,0,neutral,True
11621,11621,"survival of god in the death of the mother of captain ahmed hassan, may god dwell her in spacious gardens",20,105,4.3,0,1,0,0,76.56,0.0,0,0.75,0,0,0,0.0,0.0,0,neutral,True
16945,16945,"the vanguards of the army team, led by mohamed youssef, will conclude its training today, sunday, in preparation for the ceramica match, which is scheduled for five in the evening tomorrow, monday, at cairo international stadium.",36,229,5.388888888888889,0,8,0,0,34.94,0.0,0,0.8611111111111112,0,0,0,0.0,0.0,0,neutral,True
